image_path,label
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000016.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000025.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000029.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000042.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000059.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000065.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000085.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000104.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000119.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000129.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000138.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000160.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000170.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000194.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Grasp__f000224.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000014.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000027.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000029.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000044.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000070.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000074.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000104.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000132.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000145.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000152.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000164.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000184.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000201.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000208.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Relax__f000224.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000008.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000014.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000029.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000036.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000044.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000059.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000074.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000111.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000119.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000134.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000149.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000175.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000194.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest post__f000224.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000011.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000016.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000030.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000044.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000059.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000074.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000104.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000119.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000134.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000155.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000176.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000185.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000207.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__Rest__f000224.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000006.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000014.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000020.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000027.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000029.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000035.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000043.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000045.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000050.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000059.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000069.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000073.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000077.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000085.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\001__doppler__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000014.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000029.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000044.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000059.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000069.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000105.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000132.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000141.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000154.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000172.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000194.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000209.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000220.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Grasp__f000224.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000014.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000029.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000044.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000059.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000074.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000099.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000119.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000126.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000134.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000164.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000179.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000194.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000209.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Relax__f000224.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000014.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000028.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000033.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000044.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000059.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000078.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000104.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000134.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000146.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000154.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000179.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000194.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000209.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest post__f000224.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000007.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000017.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000034.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000056.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000074.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000089.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000104.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000119.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000134.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000149.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000164.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000179.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000194.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000209.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__Rest__f000224.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000000.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000010.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000014.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000019.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000029.png,1
C:\Users\User\Desktop\code\Traking\ckpt\texture_pretrain_cache\auto_data\tab_v4_626a08f39006f858c340c8f6\roi_images\002__doppler__f000034.png,1
